1 second data,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11
1.00,19.30,19.70,19.40,19.10,18.70,19.20,19.50,19.40,18.70,18.80,19.20
2.00,19.40,19.70,19.40,19.00,18.70,19.30,19.50,19.30,18.70,18.80,19.30
3.00,19.50,19.60,19.30,19.00,18.70,19.30,19.50,19.30,18.70,18.80,19.30
4.00,19.50,19.60,19.20,18.90,18.80,19.40,19.50,19.30,18.80,18.80,19.30
5.00,19.60,19.60,19.20,18.90,18.90,19.40,19.50,19.20,18.80,18.90,19.30
6.00,19.60,19.50,19.10,18.90,18.90,19.50,19.40,19.10,18.90,19.00,19.30
7.00,19.60,19.50,19.10,18.80,19.10,19.50,19.40,19.10,18.90,19.00,19.30
8.00,19.50,19.40,19.00,18.80,19.10,19.50,19.30,19.00,18.90,19.10,19.30
9.00,19.50,19.30,18.90,18.80,19.20,19.50,19.30,18.90,19.00,19.10,19.30
10.00,19.50,19.30,18.90,18.90,19.30,19.50,19.30,18.90,19.10,19.20,19.20
11.00,19.50,19.20,18.90,18.90,19.30,19.50,19.20,18.80,19.20,19.20,19.20
12.00,19.50,19.20,18.90,19.00,19.40,19.50,19.20,18.80,19.20,19.30,19.20
13.00,19.40,19.10,18.90,19.10,19.40,19.50,19.10,18.80,19.30,19.30,19.20
14.00,19.40,19.10,18.80,19.10,19.50,19.40,19.10,18.80,19.40,19.30,19.20
15.00,19.30,19.10,18.80,19.20,19.50,19.40,19.00,18.80,19.40,19.30,19.20
16.00,19.30,19.10,18.80,19.20,19.50,19.40,19.00,18.70,19.40,19.30,19.20
17.00,19.30,19.00,18.80,19.30,19.50,19.40,19.00,18.70,19.50,19.40,19.20
18.00,19.30,19.00,18.80,19.30,19.50,19.30,18.90,18.70,19.50,19.40,19.20
19.00,19.20,19.00,18.90,19.30,19.50,19.30,18.90,18.70,19.50,19.30,19.10
20.00,19.20,19.00,18.90,19.40,19.50,19.30,18.90,18.70,19.50,19.30,19.20
21.00,19.20,19.00,18.90,19.40,19.50,19.30,18.90,18.70,19.50,19.30,19.10
22.00,19.20,19.00,18.90,19.40,19.50,19.30,18.90,18.70,19.50,19.30,19.10
23.00,19.20,19.00,18.90,19.40,19.50,19.30,18.90,18.70,19.50,19.30,19.10
24.00,19.20,19.00,18.90,19.30,19.50,19.30,18.90,18.70,19.50,19.30,19.10
25.00,19.20,19.00,18.90,19.30,19.50,19.30,18.90,18.70,19.50,19.30,19.20
26.00,19.30,19.00,18.80,19.30,19.50,19.40,19.00,18.70,19.50,19.40,19.20
27.00,19.30,19.10,18.80,19.20,19.50,19.40,19.00,18.70,19.50,19.30,19.20
28.00,19.30,19.10,18.80,19.20,19.50,19.40,19.10,18.80,19.40,19.30,19.20
29.00,19.40,19.10,18.80,19.10,19.50,19.50,19.10,18.80,19.30,19.30,19.20
30.00,19.40,19.20,18.90,19.00,19.40,19.50,19.10,18.80,19.30,19.30,19.20
31.00,19.50,19.20,18.90,18.90,19.40,19.50,19.20,18.80,19.20,19.20,19.20
32.00,19.50,19.30,18.90,18.90,19.30,19.50,19.30,18.90,19.10,19.20,19.20
33.00,19.50,19.30,18.90,18.80,19.20,19.50,19.30,18.90,18.90,19.10,19.30
34.00,19.50,19.40,19.00,18.80,19.10,19.50,19.40,19.00,18.90,19.10,19.30
35.00,19.60,19.50,19.10,18.80,19.00,19.50,19.40,19.10,18.80,19.00,19.30
36.00,19.60,19.50,19.10,18.90,18.90,19.40,19.50,19.20,18.80,18.90,19.30
37.00,19.50,19.60,19.20,18.90,18.80,19.40,19.50,19.30,18.70,18.80,19.30
38.00,19.50,19.60,19.30,19.00,18.70,19.30,19.50,19.30,18.70,18.80,19.30
39.00,19.40,19.70,19.40,19.00,18.70,19.20,19.50,19.40,18.70,18.80,19.30
40.00,19.30,19.70,19.40,19.10,18.70,19.10,19.50,19.40,18.70,18.80,19.20
41.00,19.20,19.60,19.50,19.10,18.70,19.00,19.50,19.50,18.70,18.80,19.20
42.00,19.10,19.60,19.60,19.20,18.70,18.90,19.40,19.50,18.70,18.80,19.20
43.00,19.10,19.60,19.60,19.30,18.80,18.90,19.40,19.50,18.80,18.80,19.20
44.00,18.90,19.50,19.60,19.40,18.80,18.80,19.30,19.50,18.80,18.80,19.10
45.00,18.90,19.40,19.60,19.40,18.90,18.80,19.20,19.40,18.90,18.90,19.10
46.00,18.80,19.30,19.60,19.50,18.90,18.80,19.10,19.40,19.00,18.90,19.10
47.00,18.80,19.20,19.60,19.60,19.00,18.80,19.00,19.30,19.10,18.90,19.10
48.00,18.80,19.20,19.60,19.60,19.10,18.90,18.90,19.30,19.20,19.00,19.10
49.00,18.90,19.10,19.50,19.60,19.10,18.90,18.80,19.20,19.30,19.10,19.10
50.00,18.90,19.00,19.50,19.60,19.20,18.90,18.80,19.10,19.40,19.10,19.10
51.00,18.90,18.90,19.40,19.60,19.30,18.90,18.80,19.00,19.40,19.20,19.10
52.00,18.90,18.90,19.30,19.60,19.40,19.00,18.80,18.90,19.50,19.30,19.10
53.00,19.00,18.90,19.20,19.60,19.50,19.10,18.80,18.80,19.50,19.30,19.10
54.00,19.10,18.90,19.10,19.50,19.50,19.20,18.90,18.70,19.60,19.30,19.10
55.00,19.10,19.00,19.00,19.50,19.50,19.30,18.90,18.70,19.50,19.30,19.10
56.00,19.20,19.00,18.90,19.40,19.50,19.30,18.90,18.70,19.50,19.30,19.10
57.00,19.30,19.00,18.80,19.30,19.50,19.30,18.90,18.70,19.50,19.30,19.20
58.00,19.30,19.10,18.80,19.20,19.50,19.40,19.00,18.80,19.40,19.30,19.20
59.00,19.40,19.10,18.80,19.10,19.40,19.50,19.10,18.80,19.30,19.30,19.20
60.00,19.50,19.20,18.90,18.90,19.40,19.50,19.20,18.80,19.20,19.20,19.20
61.00,19.50,19.30,18.90,18.90,19.30,19.50,19.20,18.90,19.10,19.20,19.20
62.00,19.50,19.30,18.90,18.80,19.20,19.50,19.30,18.90,18.90,19.10,19.30
63.00,19.50,19.40,19.00,18.80,19.10,19.50,19.40,19.00,18.90,19.10,19.30
64.00,19.60,19.50,19.10,18.80,19.00,19.50,19.40,19.10,18.80,18.90,19.30
65.00,19.60,19.50,19.10,18.90,18.90,19.40,19.50,19.20,18.80,18.90,19.30
66.00,19.50,19.60,19.20,18.90,18.80,19.40,19.50,19.30,18.70,18.80,19.30
67.00,19.50,19.60,19.30,19.00,18.70,19.30,19.50,19.30,18.70,18.80,19.30
68.00,19.40,19.70,19.30,19.00,18.70,19.20,19.50,19.40,18.70,18.70,19.30
69.00,19.30,19.70,19.40,19.10,18.70,19.10,19.50,19.40,18.70,18.70,19.20
70.00,19.30,19.60,19.50,19.10,18.70,19.00,19.50,19.40,18.70,18.80,19.20
71.00,19.20,19.60,19.50,19.20,18.70,18.90,19.50,19.50,18.70,18.80,19.20
72.00,19.10,19.60,19.60,19.30,18.80,18.90,19.40,19.50,18.70,18.80,19.20
73.00,19.00,19.50,19.60,19.30,18.80,18.80,19.30,19.50,18.80,18.80,19.10
74.00,18.90,19.50,19.60,19.40,18.80,18.80,19.20,19.50,18.90,18.80,19.10
75.00,18.80,19.40,19.60,19.50,18.90,18.80,19.10,19.40,19.00,18.90,19.10
76.00,18.80,19.30,19.60,19.60,19.00,18.80,19.00,19.40,19.10,18.90,19.10
77.00,18.80,19.20,19.60,19.60,19.10,18.80,18.90,19.30,19.20,19.00,19.10
78.00,18.80,19.10,19.50,19.60,19.10,18.90,18.90,19.20,19.30,19.10,19.10
79.00,18.90,19.00,19.50,19.70,19.20,18.90,18.80,19.10,19.40,19.10,19.10
80.00,18.90,18.90,19.40,19.70,19.30,18.90,18.80,19.10,19.40,19.20,19.10
81.00,18.90,18.90,19.30,19.60,19.40,18.90,18.80,18.90,19.50,19.30,19.10
82.00,18.90,18.90,19.30,19.60,19.40,19.10,18.80,18.80,19.60,19.30,19.10
83.00,19.00,18.90,19.10,19.60,19.50,19.10,18.80,18.80,19.60,19.30,19.10
84.00,19.10,18.90,19.00,19.50,19.50,19.20,18.90,18.70,19.60,19.30,19.10
85.00,19.10,18.90,18.90,19.40,19.50,19.30,18.90,18.70,19.60,19.30,19.10
86.00,19.20,19.00,18.90,19.30,19.50,19.30,18.90,18.70,19.50,19.30,19.20
87.00,19.30,19.00,18.80,19.20,19.50,19.40,19.00,18.70,19.50,19.40,19.20
88.00,19.40,19.10,18.80,19.10,19.50,19.50,19.10,18.80,19.30,19.30,19.20
89.00,19.50,19.10,18.80,19.10,19.40,19.50,19.10,18.80,19.20,19.30,19.30
90.00,19.50,19.20,18.80,18.90,19.40,19.50,19.20,18.80,19.10,19.20,19.20
91.00,19.60,19.30,18.90,18.90,19.30,19.50,19.30,18.90,18.90,19.20,19.30
92.00,19.60,19.40,18.90,18.80,19.20,19.50,19.30,19.00,18.90,19.10,19.30
93.00,19.60,19.50,19.00,18.80,19.00,19.50,19.40,19.10,18.80,18.90,19.30
94.00,19.60,19.60,19.10,18.80,18.90,19.50,19.50,19.20,18.80,18.90,19.30
95.00,19.60,19.60,19.10,18.90,18.80,19.40,19.50,19.20,18.70,18.80,19.30
96.00,19.50,19.70,19.20,18.90,18.80,19.40,19.50,19.30,18.70,18.80,19.30
97.00,19.50,19.70,19.30,18.90,18.70,19.30,19.50,19.30,18.70,18.70,19.30
98.00,19.40,19.70,19.40,19.00,18.70,19.20,19.50,19.40,18.60,18.70,19.30
99.00,19.30,19.70,19.40,19.10,18.70,19.10,19.50,19.40,18.60,18.70,19.30
100.00,19.20,19.70,19.50,19.10,18.70,19.00,19.50,19.50,18.70,18.80,19.20
101.00,19.10,19.70,19.60,19.20,18.70,18.90,19.50,19.50,18.70,18.70,19.20
102.00,19.10,19.60,19.60,19.30,18.80,18.90,19.40,19.50,18.70,18.80,19.20
103.00,18.90,19.60,19.60,19.30,18.80,18.80,19.30,19.50,18.80,18.80,19.10
104.00,18.90,19.50,19.60,19.40,18.80,18.80,19.30,19.50,18.80,18.80,19.10
105.00,18.80,19.40,19.60,19.50,18.80,18.70,19.20,19.40,18.90,18.80,19.10
106.00,18.80,19.30,19.60,19.50,18.90,18.80,19.10,19.40,19.00,18.80,19.10
107.00,18.80,19.30,19.60,19.60,18.90,18.80,19.10,19.40,19.10,18.90,19.10
108.00,18.80,19.20,19.60,19.60,19.00,18.80,19.00,19.30,19.20,18.90,19.10
109.00,18.80,19.10,19.60,19.60,19.10,18.80,18.90,19.30,19.20,19.00,19.10
110.00,18.80,19.10,19.60,19.60,19.10,18.80,18.90,19.20,19.30,19.00,19.10
111.00,19.10,19.00,19.50,19.60,19.20,18.80,18.80,19.20,19.30,19.10,19.10
112.00,19.30,18.90,19.50,19.70,19.20,18.90,18.80,19.10,19.40,19.20,19.10
113.00,19.60,18.90,19.40,19.70,19.30,18.90,18.80,19.00,19.40,19.20,19.10
114.00,19.90,19.00,19.40,19.70,19.30,18.90,18.80,18.90,19.50,19.30,19.10
115.00,20.20,19.10,19.30,19.70,19.40,19.00,18.80,18.90,19.60,19.30,19.10
116.00,20.50,19.20,19.30,19.70,19.40,19.10,18.80,18.80,19.60,19.40,19.10
117.00,20.80,19.30,19.20,19.60,19.50,19.10,18.80,18.70,19.60,19.40,19.10
118.00,21.00,19.40,19.10,19.60,19.50,19.20,18.80,18.70,19.60,19.40,19.10
119.00,21.20,19.50,19.00,19.50,19.50,19.30,18.90,18.70,19.60,19.40,19.10
120.00,21.50,19.60,19.00,19.40,19.50,19.30,18.90,18.70,19.60,19.40,19.10
121.00,21.70,19.70,18.90,19.40,19.50,19.30,18.90,18.70,19.50,19.40,19.20
122.00,21.90,19.90,18.90,19.30,19.50,19.40,19.00,18.70,19.50,19.40,19.20
123.00,22.10,20.00,18.90,19.20,19.50,19.50,19.00,18.70,19.40,19.40,19.20
124.00,22.20,20.10,18.90,19.20,19.40,19.50,19.10,18.80,19.20,19.30,19.20
125.00,22.40,20.30,19.00,19.10,19.40,19.50,19.20,18.80,19.10,19.30,19.20
126.00,22.50,20.40,19.00,19.00,19.30,19.50,19.20,18.80,19.10,19.20,19.20
127.00,22.60,20.50,19.10,18.90,19.20,19.50,19.30,18.90,18.90,19.20,19.20
128.00,22.70,20.70,19.10,18.90,19.20,19.50,19.30,18.90,18.90,19.10,19.30
129.00,22.80,20.90,19.20,18.90,19.10,19.50,19.40,19.10,18.80,19.00,19.30
130.00,22.80,21.00,19.20,18.90,18.90,19.50,19.40,19.10,18.80,18.90,19.30
131.00,22.90,21.10,19.30,19.00,18.80,19.50,19.50,19.20,18.70,18.80,19.30
132.00,22.90,21.20,19.40,19.10,18.80,19.40,19.50,19.20,18.70,18.80,19.30
133.00,22.90,21.30,19.50,19.10,18.70,19.30,19.50,19.30,18.70,18.70,19.30
134.00,22.90,21.30,19.60,19.20,18.70,19.30,19.50,19.40,18.60,18.70,19.30
135.00,22.80,21.30,19.70,19.20,18.70,19.10,19.50,19.40,18.60,18.70,19.30
136.00,22.80,21.40,19.70,19.30,18.70,19.00,19.50,19.50,18.60,18.70,19.20
137.00,22.70,21.40,19.90,19.30,18.70,18.90,19.50,19.50,18.70,18.80,19.20
138.00,22.70,21.40,19.90,19.40,18.70,18.90,19.40,19.50,18.70,18.70,19.20
139.00,22.60,21.40,19.90,19.50,18.80,18.80,19.40,19.50,18.70,18.80,19.10
140.00,22.60,21.40,20.00,19.60,18.80,18.80,19.30,19.50,18.80,18.80,19.10
141.00,22.50,21.30,20.00,19.70,18.80,18.70,19.20,19.50,18.90,18.80,19.10
142.00,22.50,21.30,20.00,19.70,18.90,18.80,19.10,19.40,19.00,18.90,19.10
143.00,22.50,21.20,20.00,19.80,18.90,18.80,19.10,19.40,19.10,18.90,19.10
144.00,22.60,21.20,20.00,19.90,19.00,18.80,19.00,19.30,19.20,19.00,19.10
145.00,22.60,21.20,20.00,19.90,19.10,18.80,18.90,19.30,19.20,19.00,19.10
146.00,22.70,21.10,19.90,19.90,19.10,18.80,18.80,19.20,19.30,19.10,19.10
147.00,22.70,21.10,19.90,19.90,19.20,18.90,18.80,19.10,19.40,19.20,19.10
148.00,22.80,21.10,19.80,19.90,19.30,18.90,18.80,19.00,19.50,19.20,19.10
149.00,22.80,21.10,19.70,19.90,19.40,19.00,18.80,18.90,19.60,19.30,19.10
150.00,22.90,21.10,19.60,19.90,19.50,19.10,18.80,18.80,19.60,19.30,19.10
151.00,23.00,21.10,19.50,19.80,19.50,19.10,18.80,18.70,19.60,19.40,19.10
152.00,23.10,21.20,19.40,19.70,19.50,19.20,18.90,18.70,19.60,19.40,19.10
153.00,23.10,21.20,19.40,19.70,19.50,19.30,18.90,18.70,19.60,19.40,19.10
154.00,23.20,21.30,19.30,19.60,19.50,19.30,18.90,18.70,19.50,19.40,19.20
155.00,23.30,21.30,19.30,19.50,19.50,19.40,18.90,18.70,19.50,19.40,19.20
156.00,23.40,21.40,19.30,19.50,19.50,19.40,19.00,18.70,19.40,19.40,19.20
157.00,23.50,21.40,19.30,19.40,19.50,19.50,19.00,18.70,19.40,19.40,19.20
158.00,23.50,21.50,19.30,19.40,19.40,19.50,19.10,18.80,19.30,19.30,19.20
159.00,23.60,21.50,19.40,19.30,19.40,19.50,19.10,18.80,19.20,19.30,19.20
160.00,23.70,21.60,19.40,19.30,19.40,19.50,19.20,18.80,19.10,19.30,19.30
161.00,23.70,21.70,19.40,19.20,19.30,19.50,19.20,18.80,19.10,19.30,19.30
162.00,23.70,21.90,19.40,19.20,19.30,19.50,19.20,18.80,19.00,19.20,19.20
163.00,23.80,22.00,19.40,19.20,19.30,19.50,19.30,18.90,19.00,19.20,19.30
164.00,23.80,22.20,19.40,19.20,19.20,19.50,19.30,18.90,18.90,19.10,19.30
165.00,23.80,22.30,19.40,19.20,19.20,19.50,19.30,18.90,18.90,19.20,19.30
166.00,23.90,22.40,19.50,19.20,19.20,19.50,19.30,18.90,18.90,19.10,19.30
167.00,23.80,22.50,19.50,19.20,19.20,19.50,19.30,18.90,18.90,19.10,19.30
168.00,23.90,22.60,19.50,19.20,19.20,19.50,19.30,18.90,18.90,19.10,19.30
169.00,23.90,22.70,19.50,19.20,19.20,19.50,19.30,18.90,18.90,19.10,19.30
170.00,23.90,22.80,19.50,19.30,19.20,19.50,19.30,18.90,18.90,19.10,19.30
171.00,23.90,22.90,19.50,19.30,19.20,19.50,19.30,18.90,18.90,19.10,19.30
172.00,24.00,23.00,19.50,19.30,19.20,19.50,19.30,19.00,18.90,19.10,19.30
173.00,24.00,23.10,19.50,19.30,19.20,19.50,19.30,19.00,18.90,19.10,19.30
174.00,24.00,23.20,19.50,19.30,19.20,19.50,19.30,18.90,18.90,19.10,19.30
175.00,24.00,23.30,19.50,19.30,19.20,19.50,19.30,18.90,18.90,19.10,19.30
176.00,24.00,23.30,19.50,19.30,19.20,19.50,19.30,18.90,18.90,19.10,19.30
177.00,24.00,23.40,19.50,19.40,19.20,19.50,19.30,18.90,19.00,19.20,19.30
178.00,24.00,23.40,19.50,19.40,19.30,19.50,19.20,18.90,19.00,19.20,19.30
179.00,24.00,23.40,19.50,19.40,19.30,19.50,19.20,18.80,19.10,19.20,19.30
180.00,24.00,23.40,19.50,19.50,19.30,19.50,19.20,18.80,19.10,19.20,19.20
181.00,24.00,23.50,19.50,19.50,19.40,19.50,19.20,18.80,19.10,19.30,19.30
182.00,24.00,23.50,19.50,19.60,19.40,19.50,19.10,18.80,19.20,19.30,19.20
183.00,24.00,23.50,19.50,19.60,19.40,19.50,19.10,18.80,19.20,19.30,19.20
184.00,23.90,23.60,19.50,19.70,19.50,19.50,19.10,18.80,19.40,19.40,19.20
185.00,23.90,23.50,19.50,19.80,19.50,19.40,19.00,18.70,19.40,19.40,19.20
186.00,23.90,23.60,19.50,19.90,19.50,19.40,19.00,18.70,19.50,19.40,19.20
187.00,23.80,23.60,19.50,19.90,19.50,19.40,18.90,18.70,19.50,19.40,19.20
188.00,23.80,23.60,19.50,20.00,19.50,19.40,18.90,18.70,19.50,19.40,19.10
189.00,23.80,23.70,19.60,20.00,19.50,19.30,18.90,18.70,19.60,19.40,19.10
190.00,23.70,23.70,19.60,20.10,19.50,19.30,18.90,18.70,19.60,19.30,19.10
191.00,23.80,23.70,19.60,20.10,19.50,19.20,18.90,18.70,19.60,19.40,19.10
192.00,23.70,23.80,19.70,20.20,19.50,19.20,18.80,18.70,19.60,19.40,19.10
193.00,23.70,23.80,19.70,20.20,19.50,19.20,18.80,18.70,19.60,19.40,19.10
194.00,23.70,23.80,19.80,20.20,19.50,19.10,18.80,18.70,19.60,19.40,19.10
195.00,23.70,23.90,19.80,20.30,19.50,19.10,18.80,18.70,19.60,19.30,19.10
196.00,23.70,23.90,19.90,20.30,19.50,19.10,18.80,18.70,19.60,19.30,19.10
197.00,23.70,23.90,19.90,20.30,19.50,19.10,18.80,18.70,19.60,19.40,19.10
198.00,23.70,24.00,19.90,20.40,19.50,19.10,18.80,18.80,19.60,19.30,19.10
199.00,23.70,24.00,19.90,20.40,19.50,19.10,18.80,18.80,19.60,19.30,19.10
200.00,23.70,24.00,19.90,20.40,19.50,19.10,18.80,18.70,19.60,19.30,19.10
201.00,23.80,24.10,19.90,20.40,19.50,19.10,18.80,18.70,19.60,19.40,19.10
202.00,23.80,24.10,19.90,20.30,19.50,19.10,18.80,18.70,19.60,19.40,19.10
203.00,23.80,24.10,19.90,20.30,19.50,19.10,18.80,18.70,19.60,19.30,19.10
204.00,23.80,24.20,19.90,20.30,19.50,19.20,18.80,18.70,19.60,19.40,19.10
205.00,23.90,24.20,19.80,20.30,19.50,19.20,18.80,18.70,19.60,19.40,19.10
206.00,23.90,24.30,19.80,20.30,19.50,19.20,18.80,18.70,19.60,19.40,19.10
207.00,23.90,24.30,19.80,20.30,19.50,19.20,18.80,18.70,19.60,19.40,19.10
208.00,24.00,24.30,19.70,20.30,19.50,19.30,18.90,18.70,19.60,19.40,19.10
209.00,24.00,24.40,19.70,20.20,19.50,19.30,18.90,18.70,19.60,19.30,19.10
210.00,24.10,24.40,19.70,20.20,19.50,19.30,18.90,18.70,19.50,19.40,19.20
211.00,24.10,24.50,19.70,20.20,19.50,19.40,18.90,18.70,19.50,19.40,19.20
212.00,24.10,24.50,19.70,20.10,19.50,19.40,19.00,18.70,19.50,19.40,19.20
213.00,24.20,24.60,19.60,20.10,19.50,19.40,19.00,18.70,19.40,19.40,19.20
214.00,24.30,24.70,19.70,20.00,19.50,19.50,19.10,18.80,19.30,19.30,19.20
215.00,24.30,24.70,19.70,19.90,19.40,19.50,19.10,18.80,19.20,19.30,19.20
216.00,24.40,24.90,19.70,19.90,19.40,19.50,19.20,18.80,19.10,19.30,19.30
217.00,24.50,25.00,19.70,19.80,19.30,19.50,19.20,18.80,19.00,19.20,19.30
218.00,24.60,25.10,19.80,19.70,19.20,19.50,19.30,18.90,18.90,19.10,19.30
219.00,24.70,25.20,19.90,19.70,19.10,19.50,19.40,19.00,18.80,19.00,19.30
220.00,25.00,25.30,19.90,19.70,19.00,19.50,19.50,19.10,18.80,18.90,19.30
221.00,25.20,25.40,20.00,19.80,18.90,19.50,19.50,19.20,18.70,18.80,19.30
222.00,25.40,25.50,20.10,19.90,18.80,19.40,19.50,19.30,18.70,18.80,19.30
223.00,25.60,25.60,20.20,19.90,18.70,19.30,19.50,19.30,18.70,18.70,19.30
224.00,25.70,25.70,20.30,20.00,18.70,19.20,19.50,19.40,18.60,18.70,19.30
225.00,25.80,25.80,20.40,20.00,18.60,19.10,19.50,19.50,18.70,18.70,19.20
226.00,25.80,25.90,20.40,20.20,18.70,19.00,19.50,19.50,18.70,18.70,19.20
227.00,25.80,26.10,20.50,20.20,18.70,18.90,19.50,19.50,18.70,18.70,19.20
228.00,25.90,26.20,20.60,20.30,18.70,18.80,19.40,19.50,18.70,18.70,19.10
229.00,25.90,26.30,20.70,20.40,18.80,18.80,19.30,19.50,18.80,18.80,19.10
230.00,25.90,26.40,20.70,20.50,18.80,18.70,19.20,19.40,18.90,18.80,19.10
231.00,26.00,26.50,20.70,20.70,18.90,18.70,19.10,19.50,19.10,18.90,19.10
232.00,26.00,26.50,20.70,20.70,18.90,18.80,19.00,19.40,19.20,18.90,19.10
233.00,26.10,26.50,20.70,20.80,19.00,18.80,18.90,19.30,19.20,19.00,19.10
234.00,26.20,26.60,20.70,20.90,19.10,18.80,18.80,19.20,19.30,19.10,19.10
235.00,26.30,26.60,20.60,20.90,19.20,18.80,18.80,19.10,19.40,19.10,19.10
236.00,26.40,26.70,20.50,20.90,19.30,18.90,18.80,19.10,19.40,19.20,19.10
237.00,26.50,26.80,20.50,20.90,19.40,18.90,18.80,18.90,19.50,19.30,19.10
238.00,26.60,26.90,20.40,20.90,19.40,19.00,18.80,18.80,19.60,19.30,19.10
239.00,26.70,27.00,20.30,20.90,19.50,19.10,18.80,18.80,19.60,19.30,19.10
240.00,26.80,27.10,20.20,20.80,19.50,19.20,18.80,18.70,19.60,19.40,19.10
241.00,26.90,27.30,20.10,20.80,19.50,19.30,18.90,18.70,19.60,19.40,19.10
242.00,27.10,27.40,20.10,20.70,19.50,19.30,18.90,18.70,19.50,19.40,19.20
243.00,27.10,27.50,20.10,20.60,19.50,19.40,19.00,18.70,19.50,19.40,19.20
244.00,27.30,27.70,20.10,20.50,19.50,19.40,19.10,18.70,19.40,19.40,19.20
245.00,27.40,27.80,20.10,20.40,19.40,19.50,19.10,18.80,19.30,19.30,19.20
246.00,27.40,28.00,20.10,20.40,19.40,19.50,19.10,18.80,19.20,19.30,19.20
247.00,27.60,28.10,20.20,20.30,19.30,19.50,19.20,18.80,19.10,19.20,19.30
248.00,27.60,28.20,20.20,20.30,19.30,19.50,19.20,18.90,18.90,19.20,19.30
249.00,27.70,28.40,20.20,20.30,19.20,19.50,19.30,18.90,18.90,19.10,19.30
250.00,27.70,28.50,20.30,20.30,19.10,19.50,19.40,19.00,18.80,19.00,19.30
251.00,27.70,28.60,20.30,20.30,19.10,19.60,19.40,19.10,18.80,19.00,19.30
252.00,27.80,28.70,20.40,20.30,18.90,19.50,19.50,19.10,18.80,18.90,19.30
253.00,27.80,28.90,20.40,20.40,18.90,19.50,19.50,19.10,18.70,18.80,19.30
254.00,27.80,29.00,20.50,20.40,18.80,19.50,19.50,19.20,18.70,18.80,19.30
255.00,27.80,29.10,20.50,20.50,18.80,19.40,19.50,19.20,18.70,18.80,19.30
256.00,27.80,29.20,20.60,20.50,18.70,19.40,19.50,19.30,18.70,18.70,19.30
257.00,27.80,29.20,20.70,20.50,18.70,19.30,19.50,19.30,18.70,18.70,19.30
258.00,27.80,29.30,20.70,20.60,18.70,19.30,19.50,19.30,18.60,18.70,19.30
259.00,27.80,29.40,20.80,20.60,18.60,19.20,19.50,19.40,18.70,18.70,19.30
260.00,27.70,29.40,20.80,20.70,18.60,19.10,19.50,19.40,18.60,18.70,19.20
261.00,27.70,29.50,20.90,20.70,18.70,19.10,19.50,19.50,18.60,18.70,19.20
262.00,27.70,29.50,20.90,20.80,18.70,19.10,19.50,19.50,18.70,18.70,19.20
263.00,27.70,29.60,21.00,20.80,18.70,19.00,19.50,19.50,18.70,18.70,19.20
264.00,27.60,29.70,21.10,20.90,18.70,18.90,19.50,19.50,18.70,18.70,19.20
265.00,27.60,29.70,21.10,20.90,18.70,18.90,19.40,19.50,18.70,18.70,19.10
266.00,27.60,29.70,21.10,21.00,18.70,18.80,19.40,19.50,18.70,18.70,19.20
267.00,27.50,29.70,21.10,21.00,18.70,18.80,19.30,19.50,18.70,18.70,19.10
268.00,27.50,29.70,21.20,21.10,18.80,18.80,19.30,19.50,18.80,18.80,19.10
269.00,27.50,29.80,21.20,21.10,18.80,18.70,19.30,19.50,18.80,18.80,19.10
270.00,27.50,29.80,21.20,21.20,18.80,18.70,19.20,19.50,18.90,18.80,19.10
271.00,27.50,29.80,21.20,21.20,18.80,18.70,19.20,19.50,18.90,18.80,19.10
272.00,27.50,29.80,21.20,21.20,18.80,18.70,19.20,19.50,18.90,18.80,19.10
273.00,27.50,29.80,21.20,21.30,18.80,18.70,19.20,19.50,18.90,18.80,19.10
274.00,27.50,29.90,21.20,21.30,18.80,18.70,19.20,19.50,19.00,18.90,19.10
275.00,27.50,29.90,21.20,21.30,18.90,18.70,19.20,19.50,19.00,18.90,19.10
276.00,27.60,29.90,21.20,21.30,18.90,18.70,19.10,19.50,19.00,18.80,19.10
277.00,27.60,29.90,21.30,21.30,18.90,18.70,19.10,19.50,19.00,18.90,19.10
278.00,27.70,30.00,21.30,21.40,18.90,18.70,19.10,19.40,19.00,18.90,19.10
279.00,27.90,30.00,21.30,21.40,18.90,18.70,19.20,19.50,19.00,18.90,19.10
280.00,28.30,30.10,21.30,21.40,18.90,18.70,19.20,19.50,18.90,18.90,19.10
281.00,28.80,30.20,21.30,21.40,18.80,18.70,19.20,19.50,18.90,18.80,19.10
282.00,29.30,30.40,21.30,21.40,18.80,18.70,19.20,19.50,18.90,18.80,19.10
283.00,29.70,30.60,21.40,21.40,18.80,18.70,19.20,19.50,18.90,18.80,19.10
284.00,30.10,30.90,21.40,21.40,18.80,18.80,19.30,19.50,18.80,18.80,19.10
285.00,30.50,31.30,21.40,21.40,18.80,18.80,19.30,19.50,18.80,18.80,19.10
286.00,30.80,31.60,21.40,21.30,18.70,18.80,19.30,19.50,18.70,18.80,19.10
287.00,31.20,32.00,21.40,21.30,18.70,18.80,19.40,19.50,18.70,18.70,19.20
288.00,31.50,32.30,21.40,21.30,18.70,18.90,19.40,19.50,18.70,18.70,19.20
289.00,31.80,32.60,21.40,21.30,18.70,19.00,19.50,19.50,18.60,18.70,19.20
290.00,32.00,32.90,21.40,21.30,18.70,19.10,19.50,19.50,18.60,18.70,19.20
